Image A,Image B,Distances
part1-images/bigben_13.jpg,part1-images/notredame_8.jpg,48.666666666666664
part1-images/bigben_13.jpg,part1-images/sanmarco_1.jpg,48.666666666666664
part1-images/bigben_13.jpg,part1-images/notredame_5.jpg,45.833333333333336
part1-images/bigben_13.jpg,part1-images/sanmarco_13.jpg,44.142857142857146
part1-images/bigben_13.jpg,part1-images/sanmarco_14.jpg,54.7
part1-images/bigben_13.jpg,part1-images/sanmarco_18.jpg,54.25
part1-images/bigben_13.jpg,part1-images/sanmarco_19.jpg,51.142857142857146
part1-images/bigben_13.jpg,part1-images/tatemodern_11.jpg,47.27272727272727
part1-images/bigben_13.jpg,part1-images/sanmarco_3.jpg,47.666666666666664
part1-images/bigben_13.jpg,part1-images/sanmarco_4.jpg,52.888888888888886
part1-images/bigben_13.jpg,part1-images/tatemodern_13.jpg,50.625
part1-images/bigben_13.jpg,part1-images/sanmarco_5.jpg,47.375
part1-images/bigben_13.jpg,part1-images/tatemodern_14.jpg,52.46153846153846
part1-images/bigben_13.jpg,part1-images/tatemodern_16.jpg,46.72727272727273
part1-images/bigben_13.jpg,part1-images/tatemodern_4.jpg,53.142857142857146
part1-images/bigben_13.jpg,part1-images/tatemodern_24.jpg,50.25
part1-images/bigben_13.jpg,part1-images/tatemodern_2.jpg,49.125
part1-images/bigben_13.jpg,part1-images/tatemodern_6.jpg,51.142857142857146
part1-images/bigben_13.jpg,part1-images/tatemodern_9.jpg,51.77777777777778
part1-images/bigben_13.jpg,part1-images/tatemodern_8.jpg,51.53846153846154
part1-images/bigben_13.jpg,part1-images/trafalgarsquare_15.jpg,54.25
part1-images/bigben_13.jpg,part1-images/trafalgarsquare_16.jpg,52.5
part1-images/bigben_13.jpg,part1-images/trafalgarsquare_20.jpg,48.7
part1-images/bigben_13.jpg,part1-images/trafalgarsquare_21.jpg,47.90909090909091
part1-images/bigben_14.jpg,part1-images/bigben_16.jpg,44.8
part1-images/bigben_13.jpg,part1-images/trafalgarsquare_25.jpg,51.833333333333336
part1-images/bigben_13.jpg,part1-images/trafalgarsquare_22.jpg,49.42857142857143
part1-images/bigben_14.jpg,part1-images/bigben_2.jpg,46.0
part1-images/bigben_14.jpg,part1-images/bigben_3.jpg,46.1875
part1-images/bigben_14.jpg,part1-images/bigben_7.jpg,50.57142857142857
part1-images/bigben_14.jpg,part1-images/bigben_6.jpg,40.38709677419355
part1-images/bigben_14.jpg,part1-images/bigben_8.jpg,43.64705882352941
part1-images/bigben_14.jpg,part1-images/colosseum_11.jpg,50.0
part1-images/bigben_14.jpg,part1-images/colosseum_12.jpg,48.285714285714285
part1-images/bigben_14.jpg,part1-images/colosseum_13.jpg,45.0
part1-images/bigben_14.jpg,part1-images/colosseum_15.jpg,49.0
part1-images/bigben_14.jpg,part1-images/colosseum_18.jpg,50.285714285714285
part1-images/bigben_14.jpg,part1-images/colosseum_3.jpg,50.8
part1-images/bigben_14.jpg,part1-images/colosseum_4.jpg,1.7e+308
part1-images/bigben_14.jpg,part1-images/colosseum_6.jpg,43.8
part1-images/bigben_14.jpg,part1-images/colosseum_5.jpg,50.8
part1-images/bigben_14.jpg,part1-images/colosseum_8.jpg,51.75
part1-images/bigben_14.jpg,part1-images/eiffel_18.jpg,47.875
part1-images/bigben_14.jpg,part1-images/eiffel_1.jpg,49.55555555555556
part1-images/bigben_14.jpg,part1-images/eiffel_15.jpg,48.5
part1-images/bigben_14.jpg,part1-images/eiffel_19.jpg,46.125
part1-images/bigben_14.jpg,part1-images/eiffel_2.jpg,44.625
part1-images/bigben_14.jpg,part1-images/eiffel_3.jpg,49.75
part1-images/bigben_14.jpg,part1-images/eiffel_22.jpg,49.214285714285715
part1-images/bigben_14.jpg,part1-images/eiffel_5.jpg,54.90909090909091
part1-images/bigben_14.jpg,part1-images/eiffel_6.jpg,53.8
part1-images/bigben_14.jpg,part1-images/empirestate_10.jpg,44.75
part1-images/bigben_14.jpg,part1-images/eiffel_7.jpg,52.583333333333336
part1-images/bigben_14.jpg,part1-images/empirestate_12.jpg,42.76923076923077
part1-images/bigben_14.jpg,part1-images/empirestate_14.jpg,47.90909090909091
part1-images/bigben_14.jpg,part1-images/empirestate_15.jpg,48.07692307692308
part1-images/bigben_14.jpg,part1-images/empirestate_16.jpg,42.0
part1-images/bigben_14.jpg,part1-images/empirestate_25.jpg,1.7e+308
part1-images/bigben_14.jpg,part1-images/empirestate_23.jpg,51.5
part1-images/bigben_14.jpg,part1-images/empirestate_22.jpg,48.5625
part1-images/bigben_14.jpg,part1-images/empirestate_9.jpg,49.5
part1-images/bigben_14.jpg,part1-images/empirestate_27.jpg,43.166666666666664
part1-images/bigben_14.jpg,part1-images/londoneye_12.jpg,55.666666666666664
part1-images/bigben_14.jpg,part1-images/londoneye_13.jpg,42.64705882352941
part1-images/bigben_14.jpg,part1-images/londoneye_16.jpg,43.785714285714285
part1-images/bigben_14.jpg,part1-images/londoneye_2.jpg,53.111111111111114
part1-images/bigben_14.jpg,part1-images/londoneye_17.jpg,50.75
part1-images/bigben_14.jpg,part1-images/londoneye_21.jpg,45.916666666666664
part1-images/bigben_14.jpg,part1-images/londoneye_22.jpg,47.7
part1-images/bigben_14.jpg,part1-images/londoneye_23.jpg,49.888888888888886
part1-images/bigben_14.jpg,part1-images/londoneye_8.jpg,48.27272727272727
part1-images/bigben_14.jpg,part1-images/louvre_10.jpg,51.666666666666664
part1-images/bigben_14.jpg,part1-images/londoneye_9.jpg,42.06666666666667
part1-images/bigben_14.jpg,part1-images/louvre_15.jpg,52.0
part1-images/bigben_14.jpg,part1-images/louvre_13.jpg,1.7e+308
part1-images/bigben_14.jpg,part1-images/louvre_11.jpg,50.0
part1-images/bigben_14.jpg,part1-images/louvre_14.jpg,50.25
part1-images/bigben_14.jpg,part1-images/louvre_16.jpg,50.6
part1-images/bigben_14.jpg,part1-images/louvre_3.jpg,54.142857142857146
part1-images/bigben_14.jpg,part1-images/louvre_8.jpg,51.0
part1-images/bigben_14.jpg,part1-images/louvre_4.jpg,41.4
part1-images/bigben_14.jpg,part1-images/louvre_9.jpg,47.6
part1-images/bigben_14.jpg,part1-images/notredame_19.jpg,46.0
part1-images/bigben_14.jpg,part1-images/notredame_14.jpg,49.416666666666664
part1-images/bigben_14.jpg,part1-images/notredame_1.jpg,1.7e+308
part1-images/bigben_14.jpg,part1-images/notredame_24.jpg,46.4
part1-images/bigben_14.jpg,part1-images/notredame_20.jpg,47.4
part1-images/bigben_14.jpg,part1-images/notredame_25.jpg,43.89473684210526
part1-images/bigben_14.jpg,part1-images/notredame_4.jpg,47.27272727272727
part1-images/bigben_14.jpg,part1-images/notredame_5.jpg,1.7e+308
part1-images/bigben_14.jpg,part1-images/notredame_8.jpg,44.77777777777778
part1-images/bigben_14.jpg,part1-images/sanmarco_1.jpg,47.25
part1-images/bigben_14.jpg,part1-images/sanmarco_14.jpg,43.0
part1-images/bigben_14.jpg,part1-images/sanmarco_13.jpg,52.0
part1-images/bigben_14.jpg,part1-images/sanmarco_18.jpg,49.375
part1-images/bigben_14.jpg,part1-images/sanmarco_3.jpg,48.7
part1-images/bigben_14.jpg,part1-images/sanmarco_19.jpg,49.888888888888886
part1-images/bigben_14.jpg,part1-images/tatemodern_11.jpg,43.857142857142854
part1-images/bigben_14.jpg,part1-images/sanmarco_5.jpg,43.92307692307692
part1-images/bigben_14.jpg,part1-images/sanmarco_4.jpg,49.75
part1-images/bigben_14.jpg,part1-images/tatemodern_13.jpg,47.13333333333333
part1-images/bigben_14.jpg,part1-images/tatemodern_14.jpg,46.125
part1-images/bigben_14.jpg,part1-images/tatemodern_16.jpg,48.166666666666664
part1-images/bigben_14.jpg,part1-images/tatemodern_2.jpg,48.45454545454545
part1-images/bigben_14.jpg,part1-images/tatemodern_4.jpg,48.875
part1-images/bigben_14.jpg,part1-images/tatemodern_24.jpg,47.45454545454545
part1-images/bigben_14.jpg,part1-images/tatemodern_8.jpg,38.0
part1-images/bigben_14.jpg,part1-images/tatemodern_6.jpg,39.642857142857146
part1-images/bigben_14.jpg,part1-images/trafalgarsquare_15.jpg,48.888888888888886
part1-images/bigben_14.jpg,part1-images/tatemodern_9.jpg,44.333333333333336
part1-images/bigben_14.jpg,part1-images/trafalgarsquare_16.jpg,50.0
part1-images/bigben_14.jpg,part1-images/trafalgarsquare_20.jpg,46.55555555555556
part1-images/bigben_14.jpg,part1-images/trafalgarsquare_21.jpg,45.214285714285715
part1-images/bigben_14.jpg,part1-images/trafalgarsquare_22.jpg,48.27272727272727
part1-images/bigben_14.jpg,part1-images/trafalgarsquare_25.jpg,51.75
part1-images/bigben_16.jpg,part1-images/bigben_2.jpg,52.142857142857146
part1-images/bigben_16.jpg,part1-images/bigben_7.jpg,42.21739130434783
part1-images/bigben_16.jpg,part1-images/bigben_3.jpg,41.214285714285715
part1-images/bigben_16.jpg,part1-images/bigben_6.jpg,46.8
part1-images/bigben_16.jpg,part1-images/bigben_8.jpg,43.714285714285715
part1-images/bigben_16.jpg,part1-images/colosseum_11.jpg,49.63636363636363
part1-images/bigben_16.jpg,part1-images/colosseum_12.jpg,46.54545454545455
part1-images/bigben_16.jpg,part1-images/colosseum_13.jpg,43.0
part1-images/bigben_16.jpg,part1-images/colosseum_15.jpg,58.7
part1-images/bigben_16.jpg,part1-images/colosseum_3.jpg,46.6875
part1-images/bigben_16.jpg,part1-images/colosseum_18.jpg,49.81818181818182
